5492148624;SIM;;'89550531590019804786
5492127054;NÃO;;'89550534590003225680
5492112244;NÃO;;'89550534590003225672
5492072891;SIM;;'89550532580012125296
5492072790;NÃO;;'89550532580012125288
5492072722;SIM;;'89550532580012125270
5492072717;NÃO;;'89550532580012125262
5492055762;SIM;;'89550534400009567517
5492042370;SIM;;'89550531580016050368
5492042195;SIM;;'89550535590005196151
5492041725;SIM;;'89550535590005196110
5492041259;SIM;;'89550535590005196136
5492040844;SIM;;'89550535590005196169
5492040780;SIM;;'89550535590005196177
5492040574;SIM;;'89550535590005196128
5492037809;SIM;;'89550534400009567541
5492027574;SIM;;'89550534400009567574
5492024219;NÃO;;'89550534400009567558
5492023455;SIM;;'89550534400009567582
5492009474;SIM;;'89550534400009567566
5492003179;SIM;;'89550534400009567590
5491969862;SIM;;'89550534400009567525
5491929826;SIM;;'89550531580016044668
5491891220;SIM;;'89550531580016050806
5491847305;NÃO;;'89550534400009567079
5491837118;SIM;;'89550535590002918367
5491835154;SIM;;'89550531580016051069
5491832590;SIM;;'89550531580016050921
5491831534;SIM;;'89550535590002918342
5491830556;SIM;;'89550532580013284696
5491826686;SIM;;'89550535590002918359
5491826063;NÃO;;'89550532590013463174
5491825322;NÃO;;'89550532590013462895
5491823693;SIM;;'89550531580016044676
5491822658;SIM;;'89550535400003477811
5491822450;SIM;;'89550535590002918052
5491822318;SIM;;'89550531580016044684
5491821179;SIM;;'89550532590013463018
5491820320;SIM;;'89550535590002918110
5491816011;SIM;;'89550535590002918151
5491805905;NÃO;;'89550532590013463208
5491805618;NÃO;;'89550532590013463117
5491805255;NÃO;;'89550534400009567095
5491797073;NÃO;;'89550535590002918078
5491794480;SIM;;'89550532590013463067
5491792467;NÃO;;'89550535590002918029
5491788864;SIM;;'89550532590013462879
5491779455;SIM;;'89550531580016050558
5491776185;SIM;;'89550532590013462937
5491769941;NÃO;;'89550535590002918037
5491768501;SIM;;'89550535590002918177
5491768036;NÃO;;'89550532590013463109
5491762144;SIM;;'89550535590002918383
5491759918;SIM;;'89550531580016050566
5491755709;SIM;;'89550532590013462820
5491752346;SIM;;'89550532580011686272
5491747756;NÃO;;'89550532590013462952
5491745616;NÃO;;'89550534400009567053
5491744681;SIM;;'89550535590004725612
5491737134;NÃO;;'89550534400009567046
5491733798;SIM;;'89550532590013462929
5491720230;SIM;;'89550531580016050483
5491718559;SIM;;'89550535400003478355
5491709674;NÃO;;'89550534400009567087
5491709355;SIM;;'89550532590013463133
5491708106;NÃO;;'89550534400009567020
5491706896;SIM;;'89550531580016044650
5491706651;NÃO;;'89550532590013351601
5491703319;SIM;;'89550532590013463190
5491699536;SIM;;'89550531580016050574
5491696388;SIM;;'89550532590013463042
5491693482;SIM;;'89550532590013462788
5491691997;SIM;;'89550532590013351668
5491685387;SIM;;'89550532590013462762
5491677723;NÃO;;'89550531580016050582
5491677317;NÃO;;'89550532590013351692
5491670350;NÃO;;'89550531580003550669
5491669160;SIM;;'89550532590013463166
5491667046;SIM;;'89550535590002918318
5491666771;SIM;;'89550532590013463125
5491665386;SIM;;'89550531590014180570
5491664180;SIM;;'89550531580016050871
5491663487;SIM;;'89550531590014180547
5491657758;SIM;;'89550531590014180562
5491653034;SIM;;'89550532590013351643
5491652619;SIM;;'89550531590014180588
5491652504;SIM;;'89550531590014341586
5491638892;NÃO;;'89550535590002918102
5491638584;SIM;;'89550532400006129222
5491635093;SIM;;'89550531590014180646
5491634503;SIM;;'89550532590013463216
5491634080;NÃO;;'89550532400006129180
5491629723;SIM;;'89550531580016050814
5491628942;SIM;;'89550531590014180596
5491627780;SIM;;'89550532400006129081
5491627084;SIM;;'89550532400006129016
5491626993;SIM;;'89550531590014180638
5491625894;NÃO;;'89550532590013351650
5491625891;SIM;;'89550532400006129065
5491625753;NÃO;;'89550532590013462853
5491623637;SIM;;'89550532400006129354
5491621650;SIM;;'89550532400006129602
5491621404;SIM;;'89550532400006129156
5491621293;SIM;;'89550532400006129289
5491620847;SIM;;'89550531580016050822
5491620485;NÃO;;'89550531580016050855
5491620076;SIM;;'89550532400006129297
5491619774;SIM;;'89550532400006129545
5491618813;SIM;;'89550532400006129321
5491618584;SIM;;'89550535590002918409
5491618119;SIM;;'89550532590013351619
5491617602;SIM;;'89550532400006129347
5491616708;SIM;;'89550535590002918292
5491616395;NÃO;;'89550532400006129578
5491613426;SIM;;'89550531590014341628
5491613414;SIM;;'89550532400006129024
5491612876;SIM;;'89550532400006129057
5491612383;SIM;;'89550532400006129479
5491612137;SIM;;'89550532400006129107
5491611760;SIM;;'89550532400006129099
5491611227;SIM;;'89550532400006129339
5491610698;SIM;;'89550532590013463158
5491598757;SIM;;'89550532400006129586
5491598023;SIM;;'89550532400006129214
5491596786;NÃO;;'89550532400006129420
5491596458;SIM;;'89550531590014180653
5491596045;SIM;;'89550532400006129313
5491594416;SIM;;'89550531580016050830
5491591557;NÃO;;'89550531580016050491
5491591440;SIM;;'89550532400006129511
5491591062;NÃO;;'89550535590002918060
5491590568;SIM;;'89550531590014180554
5491589687;SIM;;'89550532400006129248
5491588275;NÃO;;'89550532400006129594
5491586769;SIM;;'89550532400006129362
5491586526;NÃO;;'89550532400006129446
5491585685;NÃO;;'89550532400006129040
5491583583;SIM;;'89550531580016051309
5491583049;SIM;;'89550532400006129537
5491582461;NÃO;;'89550532400006129503
5491580484;SIM;;'89550532400006129032
5491579015;SIM;;'89550532400006129123
5491577524;SIM;;'89550532400006129487
5491575914;SIM;;'89550532590013351676
5491575140;SIM;;'89550532400006129396
5491572231;NÃO;;'89550532400006129412
5491571497;SIM;;'89550532400006129115
5491570490;SIM;;'89550532400006129529
5491570262;SIM;;'89550532400006129164
5491569910;NÃO;;'89550532400006129198
5491568647;SIM;;'89550532400006129404
5491567476;SIM;;'89550532590013462796
5491567000;NÃO;;'89550532400006129073
5491565699;SIM;;'89550531580016050715
5491565438;SIM;;'89550532590013462838
5491564881;SIM;;'89550532400006129552
5491561014;SIM;;'89550532400006129438
5491560269;SIM;;'89550531580016050590
5491557710;SIM;;'89550531580016050863
5491556376;SIM;;'89550532400006129388
5491553839;SIM;;'89550532400006129453
5491553209;SIM;;'89550535590002918227
5491551108;SIM;;'89550535590002918094
5491548341;NÃO;;'89550531580016051226
5491546805;SIM;;'89550535590004725257
5491536735;NÃO;;'89550532590013463026
5491534882;SIM;;'89550535590002918375
5491532927;SIM;;'89550532590013462861
5491512846;SIM;;'89550535590002918128
5491512223;NÃO;;'89550532590013462846
5491510154;NÃO;;'89550532590002826688
5491503287;SIM;;'89550532590013462770
5491499404;SIM;;'89550535590002918011
5491487434;SIM;;'89550535590002918482
5491483925;SIM;;'89550532590013463091
5491475985;NÃO;;'89550532590013463257
5491474531;NÃO;;'89550532590013463141
5491469968;SIM;;'89550532590013462804
5491468814;NÃO;;'89550532590013463034
5491467857;SIM;;'89550532590013462911
5491467665;NÃO;;'89550535590002918417
5491466378;SIM;;'89550531580016051101
5491457397;SIM;;'89550532590013463240
5491445552;SIM;;'89550535590002918185
5491442245;SIM;;'89550532590013463224
5491436937;SIM;;'89550535590002918433
5491433863;SIM;;'89550535590002918193
5491428398;SIM;;'89550532590016440153
5491425457;SIM;;'89550532590013463059
5491422980;SIM;;'89550532590002826704
5491419017;SIM;;'89550535590002918219
5491411756;SIM;;'89550535590002918458
5491364568;SIM;;'89550531580016050889
5491312342;NÃO;;'89550531580016050780
5491290750;SIM;;'89550535590002918045
5491242437;SIM;;'89550535590002918474
5491196472;SIM;;'89550535590002918144
5491195774;NÃO;;'89550534590003225722
5491185790;SIM;;'89550534590003225714
5491182204;SIM;;'89550535590002918086
5491178688;NÃO;;'89550534590003225706
5491140111;SIM;;'89550534590003225698
5491125813;SIM;;'89550532400006129461
5491118840;SIM;;'89550535590002918136
5491118496;SIM;;'89550535590002918235
5491112499;SIM;;'89550531580016051002
5491112128;SIM;;'89550535590002918466
5491112044;SIM;;'89550535590002918326
5491092982;SIM;;'89550535590002918391
5491081105;NÃO;;'89550532400006129149
5491023546;SIM;;'89550532400006129172
5491018880;NÃO;;'89550531580016050798
5491015457;NÃO;;'89550535590002918276
5191999341;SIM;;'89550531580016050608
5191978862;SIM;;'89550536400003203414
5191967308;SIM;;'89550531580016050616
5191946144;NÃO;;'89550531580016050624
5191931622;SIM;;'89550536400003203380
5191897355;SIM;;'89550531580016050640
5191883462;SIM;;'89550531580016050657
5191875750;SIM;;'89550531580016050665
5191856535;SIM;;'89550532580014131623